Index,Address,FLAG,Avg_min_between_sent_tnx,Avg_min_between_received_tnx,Time_Diff_between_first_and_last_(Mins),Sent_tnx,Received_Tnx,Number_of_Created_Contracts,Unique_Received_From_Addresses,Unique_Sent_To_Addresses,min_value_received,max_value_received,avg_val_received,min_val_sent,max_val_sent,avg_val_sent,min_value_sent_to_contract,max_val_sent_to_contract,avg_value_sent_to_contract,total_transactions_(including_tnx_to_create_contract),total_Ether_sent,total_ether_received,total_ether_sent_contracts,total_ether_balance,Total_ERC20_tnxs,ERC20_total_Ether_received,ERC20_total_ether_sent,ERC20_total_Ether_sent_contract,ERC20_uniq_sent_addr,ERC20_uniq_rec_addr,ERC20_uniq_sent_addr,ERC20_uniq_rec_contract_addr,ERC20_avg_time_between_sent_tnx,ERC20_avg_time_between_rec_tnx,ERC20_avg_time_between_rec_2_tnx,ERC20_avg_time_between_contract_tnx,ERC20_min_val_rec,ERC20_max_val_rec,ERC20_avg_val_rec,ERC20_min_val_sent,ERC20_max_val_sent,ERC20_avg_val_sent,ERC20_min_val_sent_contract,ERC20_max_val_sent_contract,ERC20_avg_val_sent_contract,ERC20_uniq_sent_token_name,ERC20_uniq_rec_token_name,ERC20_most_sent_token_type,ERC20_most_rec_token_type
659,0x49311a81f5f5df6c109599ed5d7413d85b8bca18,1,0,0.74,134.87,1,3,0,1,1,0.5,0.5,0.5,1.499559,1.499559,1.499559,0,0,0,4,1.499559,1.5,0,0.000441,,,,,,,,,,,,,,,,,,,,,,,,,
660,0x49358a824c66b64a2f0c8bb3c99dd73586afab16,1,0,3141.88,56553.9,0,18,1,11,0,0,2.9,0.355687,0,0,0,0,0,0,19,0,6.40236358,0,6.40236358,,,,,,,,,,,,,,,,,,,,,,,,,
661,0x495a8b1fdba38d726e514e95b4f1657c69fefa0a,1,0,15764.62,47293.87,0,3,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
662,0x496a0d23712de70896e17adcbffa488c4ad2e187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
663,0x4974fa50e11fd8f534093ea856a98574f8bf2a50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
664,0x497e4c58a4106fee817e3bece3c5c029e964eb49,1,306.12,1967.49,8788.32,3,4,0,2,2,0.000139,2,0.601857,0.4,1.597417,0.799139,0,0,0,7,2.397417,2.4074262,0,0.0100092,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
665,0x4985a8d068a9cac4b81faaafb8d4516ae46dd768,1,2273.32,2618.88,14331.05,4,2,0,1,4,2.627,32,17.3135,0.153,33.5,8.65665,0,0,0,6,34.6266,34.627,0,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,
666,0x4999924fd714092fe92ca9a792a8549f798c1dc2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
667,0x499ab691db303a1635a5ea38d479460446de23c6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
668,0x499afbf1eae0943cc5ba8e80af7690c60a8bdcad,1,0,0,2825.88,1,1,0,1,1,5,5,5,4.999139,4.999139,4.999139,0,0,0,2,4.999139,5,0,0.000861,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
669,0x4a0d27a1044dd871a93275de5109e5f5efc4d46e,1,9461.27,69.02,316708.28,33,65,0,54,31,0.002008,709.573978,19.677775,0,1276,38.758289,0,0,0,98,1279.023552,1279.055397,0,0.03184584,76,72823.67792,59253.01392,0,7,32,0,42,0,0,0,0,0,25560.89256,1456.473558,0,25560.89256,2278.962074,0,0,0,26,42,AdEx,OmiseGO
670,0x4a0d6f59e4e689506122fc7691ea0b3c9e9f7964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
671,0x4a12eeb35bd5187be2d26e0fe8b906abd88b6897,1,616.36,321.53,10423.6,7,19,0,16,2,0.02,1.5,0.686932,0,8.8,2.673221,0,0,0,26,18.71254908,13.05171508,0,-5.660834,3,8.220067312,6,0,1,2,0,2,0,0,0,0,2.220067,6,4.110034,6,6,6,0,0,0,1,2,VeChain,Livepeer Token
672,0x4a232983530cc4b1d845cf83c0d98f07f5884890,1,0,0,2700.07,1,1,0,1,1,1.887837,1.887837,1.887837,1.887753,1.887753,1.887753,0,0,0,2,1.887753,1.887837,0,8.40E-05,1,100,0,0,0,1,0,1,0,0,0,0,100,100,100,0,0,0,0,0,0,0,1, ,blockwell.ai KYC Casper Token
673,0x4a36ce6ad774329a8e5ad7e6a51a7c3bcf8cae3b,1,0,33.61,1359.9,1,8,0,8,1,0.0025,7.6,1.544867,12.357889,12.357889,12.357889,0,0,0,9,12.3578894,12.3589394,0,0.00105,,,,,,,,,,,,,,,,,,,,,,,,,
674,0x4a500bf6818ba31bb2b1dc90a354ab64ad3301dd,1,0,29501.74,177010.45,0,6,1,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
675,0x4a8264933388e0f526fee7b5e2b8a9ad74d1a11c,1,7194.48,0,14388.95,2,1,0,1,2,0.5,0.5,0.5,0.249895,0.249958,0.249926,0,0,0,3,0.499853,0.5,0,0.000147,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
676,0x4a8a747408e23b8b5314a85df21b0f8f8307ab40,1,22.8,256.03,3442.42,5,13,0,13,2,0.494,9,3.2769,3.989139,17,8.619078,0,0,0,18,43.0953918,42.5996968,0,-0.495695,,,,,,,,,,,,,,,,,,,,,,,,,
677,0x4a8d9b64ee9c7e058fe9c8cbf96375b02da006e2,1,759.6,202.31,10073.33,9,16,0,14,5,0,0.6,0.109735,0,0.601,0.193778,0,0,0,25,1.744,1.755767548,0,0.011767548,6,203336.6719,203335.2956,0,1,2,0,2,0,0,0,0,1.337,124790.7436,50834.16797,39322.2956,164013,101667.6478,0,0,0,1,2,Hydro,Hydro
678,0x4ae9971e28d7f422b406ee1f3bb38e1b96637239,1,5837.5,1396.58,34773.83,5,4,0,4,5,0.3,1,0.575345,0.1,0.58,0.459793,0,0,0,9,2.298965,2.30138,0,0.002415,1,4.60E-11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,Tronix
679,0x4bb1c210e3921e0f051ed00e898b9605c902114e,1,1998.64,23.49,6395.27,3,17,0,17,2,0.009706,3,0.606758,1.352,4.480615,3.437705,0,0,0,20,10.31311506,10.31487912,0,0.001764056,,,,,,,,,,,,,,,,,,,,,,,,,
680,0x4bc2055440dd519fa4d448d2d6899e6604aaedc5,1,65329.73,0,130659.45,2,1,0,1,2,0.0035,0.0035,0.0035,0,0.002669,0.001335,0,0,0,3,0.002669214,0.0035,0,0.000830786,4,11.639806,10.302806,0,1,2,0,2,0,0,0,0,1.337,7,3.879935,10.302806,10.302806,10.302806,0,0,0,1,2,OmiseGO,OmiseGO
681,0x4bc69a335d353dce4de09399b24079aed48f7865,1,0,0,7074.38,1,1,0,1,1,0.5,0.5,0.5,0.498896,0.498896,0.498896,0,0,0,2,0.498896,0.5,0,0.001104,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
682,0x4bde78ead56a30055d33bf84f52e420b0f6070ba,1,1778.5,539.19,18002.3,8,7,0,7,5,0.1985,4.1,0.996584,0.2,2,0.86125,0,0,0,15,6.89,6.97608486,0,0.08608486,,,,,,,,,,,,,,,,,,,,,,,,,
683,0x4bf722014e54aeab05fcf1519e6e4c0c3f742e43,1,453.16,152.49,193917.13,330,291,0,244,130,0.004031,194.843084,3.033368,0,1082,3.383122,0,0,0,621,1116.430383,882.7100175,0,-233.7203659,567,47928627.56,47878235.22,0,9,188,0,150,0,0,0,0,0,32888666,116331.6203,0,44971269.08,308891.8401,0,0,0,125,150,Raiden,OmiseGO
684,0x4c191dca6cecfa1e55caa3cf178eea52728b13e7,1,0,165.02,52677.22,1,6,0,4,1,0.0339,1,0.404481,2.425838,2.425838,2.425838,0,0,0,7,2.42583779,2.42688779,0,0.00105,,,,,,,,,,,,,,,,,,,,,,,,,
685,0x4c569022016eba68ea10dee702670dc82d2749af,1,0,0,3527.05,1,1,0,1,1,0.5,0.5,0.5,0.499139,0.499139,0.499139,0,0,0,2,0.499139,0.5,0,0.000861,,,,,,,,,,,,,,,,,,,,,,,,,
686,0x4c6bad785ffcf6c0746f53dbcac9c5e877f75bfa,1,0,103.83,14434.03,1,40,0,36,1,0.009942,5,1.219121,48.764439,48.764439,48.764439,0,0,0,41,48.7644391,48.7648591,0,0.00042,1,1500,0,0,0,1,0,1,0,0,0,0,1500,1500,1500,0,0,0,0,0,0,0,1, ,Free BOB Tokens - BobsRepair.com
687,0x4c6cdd82bf2b0627350bb660c2a18b2db8880ce1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
688,0x4c7e065915f3b1461248da453dae0609253e15f1,1,0,3301.26,28477.13,1,3,0,3,1,0.02,0.2,0.106667,0.319139,0.319139,0.319139,0,0,0,4,0.319139,0.32,0,0.000861,1,2.319727583,0,0,0,1,0,1,0,0,0,0,2.319728,2.319728,2.319728,0,0,0,0,0,0,0,1, ,Livepeer Token
689,0x4c8093c75fc778008d96f865f770233d6acf724e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
690,0x4cdc1cba0aeb5539f2e0ba158281e67e0e54a9b1,1,0,25175.76,50351.52,0,2,0,2,0,0.003541,0.01,0.006771,0,0,0,0,0,0,2,0,0.013541267,0,0.013541267,1,9.90E-11,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, ,Patientory
691,0x4cf5db8f049d6ca78a8a41e1ab2c04b90bae5fc1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
692,0x4d021fb560fdc49250a23e4006b584058667baf7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
693,0x4d1dcfbf1299eb1007d55976754bb41a87eb9d0f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
694,0x4d281388b9fa97fc5bc13e8392040efb661b1962,1,0,0,485.82,1,1,0,1,1,2.939,2.939,2.939,2.938517,2.938517,2.938517,0,0,0,2,2.938517,2.939,0,0.000483,,,,,,,,,,,,,,,,,,,,,,,,,
695,0x4d2c10881813a371b2a6b8c0d9d06e83ccb9e418,1,366.83,26.62,1499.75,3,15,0,15,3,0.0025,12.5,2.584682,9.7,19.35,12.922467,0,0,0,18,38.76740025,38.77023525,0,0.002835,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
696,0x4d6102bcbe452015a7d656a97de3f30f10054ceb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
697,0x4da9608f15c504a2b5c46491d9ccf257c5e2ff71,1,0,709.8,260318.88,1,10,0,10,1,0.02,10,2.313479,23.134347,23.134347,23.134347,0,0,0,11,23.13434721,23.13478821,0,0.000441,4,1411.084143,0,0,0,4,0,4,0,0,0,0,0,925.253591,352.771036,0,0,0,0,0,0,0,4, ,XENON
698,0x4dad23689bef624af5d1757a56135901c915fcfd,1,249.59,253.5,4301.65,2,15,0,14,2,0.002,5.154,1.047694,5.15358,10.560993,7.857287,0,0,0,17,15.71457338,15.71541338,0,0.00084,2,1.337,0,0,0,2,0,2,0,0,0,0,0,1.337,0.6685,0,0,0,0,0,0,0,2, ,Blockwell say NOTSAFU
699,0x4dbef9b86bb3174312d1377b2623db2a9caa5137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
700,0x4dd0ef53784030fa675e2677f9cdc2a3e32e956b,1,20188.73,296.41,48676.88,2,28,0,24,1,0.01,4,0.764041,3,18.391438,10.695719,0,0,0,30,21.39143839,21.39316039,0,0.001722,2,1.337,0,0,0,2,0,2,0,0,0,0,0,1.337,0.6685,0,0,0,0,0,0,0,2, ,GSENetwork
701,0x4de76b3dfd38292ba71cf2465ca3a1d526dcb567,1,44.6,0,267.6,6,1,0,1,6,10000,10000,10000,50,100,78.833333,0,0,0,7,473,10000,0,9527,38,38597.97456,0,0,0,31,0,37,0,0,0,0,0,20180.614,1015.736173,0,0,0,0,0,0,0,37, ,INS Promo
702,0x4e02e329396c26019d3a6eb4089c862fd11d9edb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
703,0x4e360faf9f228452af65c9b7a89ae023363672b4,1,3467.31,337.69,89450.57,22,39,0,37,18,0,2,0.129795,0.005,4.505,0.229172,0,0,0,61,5.041794697,5.062017697,0,0.020223,4,30041.337,0,0,0,3,0,3,0,0,0,0,1.337,15000,7510.33425,0,0,0,0,0,0,0,3, ,Yooba token
704,0x4e556877e96fdf3bef67c81ef72e20ab29a9aebf,1,9450.33,1260.37,30244.03,2,9,0,9,2,0.5,5,1.400785,0.5,12.105341,6.302671,0,0,0,11,12.60534129,12.60706329,0,0.001722,,,,,,,,,,,,,,,,,,,,,,,,,
705,0x4e790c545478029d20816a7212c46adde058d63e,1,2298.78,1270.11,46637.03,12,15,0,12,11,0.013574,5,1.130801,0.005,9.020746,1.413053,0,0,0,27,16.95663765,16.96201365,0,0.005376,3,366.337,0,0,0,2,0,3,0,0,0,0,0,365,122.112333,0,0,0,0,0,0,0,3, ,Bulleon Promo Token
706,0x4e8f5917a0823a51206b8caee095b0995e8dc943,1,5923.57,45478.34,205607.65,4,4,0,4,4,0.00422,0.166706,0.073626,0.003747,0.16643,0.073143,0,0,0,8,0.292571342,0.294503342,0,0.001932,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
707,0x4ea9d0cf2f3dac3c7405c523471b5458ea2a8321,1,1607.76,400.52,32132.47,16,16,0,12,5,0.014,4.999706,1.389856,0.044111,4,1.389444,0,0,0,32,22.23111086,22.23769212,0,0.006581265,2,99,0,0,0,2,0,2,0,0,0,0,0,99,49.5,0,0,0,0,0,0,0,2, ,WinETHFree
708,0x4eb1d2050017cf862939340c017a31aa2d59d8d8,1,0,19640.32,113810.52,1,5,0,5,1,0.002066,2.1,0.876617,1.280159,1.280159,1.280159,0,0,0,6,1.28015891,4.383085567,0,3.102926657,,,,,,,,,,,,,,,,,,,,,,,,,
709,0x4ee78087a5cab2a24c49edcdc3d6bf61045d2a53,1,0,283.28,1360.67,1,4,0,4,1,0.117537,0.5,0.404384,1.616676,1.616676,1.616676,0,0,0,5,1.61667632,1.61753732,0,0.000861,1,100,0,0,0,1,0,1,0,0,0,0,100,100,100,0,0,0,0,0,0,0,1, ,blockwell.ai KYC Casper Token
710,0x4efbb8a016b8d28d261fe31be1404cf12f4010a2,1,0,0,37975.47,1,1,0,1,1,1.001874,1.001874,1.001874,1.001013,1.001013,1.001013,0,0,0,2,1.00101276,1.00187376,0,0.000861,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
711,0x4f1872383be22878af5d4795b69be61b35ec5d10,1,0,0,744.37,1,1,0,1,1,0.099517,0.099517,0.099517,0.099034,0.099034,0.099034,0,0,0,2,0.099034,0.099517,0,0.000483,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
712,0x4f3ca8c465170c0988295e22b5347ef8bb38f2b7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
713,0x4f484c32c4810ae8129f1b724b09c663f8341713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
714,0x4f53c9882ba87d2d7c525df2aef2540efb6e32e5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
715,0x4f96e55f53927dd720b2a88d910080bd97ccbe85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
716,0x4fae1eab137daf99e12b5aa7fe963f7ec3dcd40e,1,0,2.63,1067.13,1,2,0,1,1,0.01,0.5,0.255,0.507,0.507,0.507,0,0,0,3,0.507,0.51,0,0.003,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
717,0x4fafc9291a0112a0ee0928361c02848ff2fdf6bd,1,0,4.6,68288.75,1,5,0,4,1,0.038,5,1.9008,9.503853,9.503853,9.503853,0,0,0,6,9.503853,9.504,0,0.000147,1,2.174619533,0,0,0,1,0,1,0,0,0,0,2.17462,2.17462,2.17462,0,0,0,0,0,0,0,1, ,Livepeer Token
718,0x4fbc4c6c416a84e04b2239202396f378d7af51ee,1,0,503.66,7274.9,1,14,0,14,1,0.0002,3.1,0.956264,13.386834,13.386834,13.386834,0,0,0,15,13.38683365,13.38769465,0,0.000861,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
719,0x4fcff4b71481562cd6fdb0fdc7e25f3a8db55598,1,324.7,394.8,12187.25,12,21,0,20,9,0.005,15,2.203693,0.05883,9.290862,4.021836,0,0,0,33,48.26203208,46.27754497,0,-1.98448711,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
720,0x4ff4c15af13f6d4950448104d9b97387a03da6f9,1,2.39,52.82,163.23,2,3,0,3,2,0.001,0.065924,0.022975,0.001,0.065924,0.033462,0,0,0,5,0.06692424,0.06892424,0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,
721,0x4ff5a066af7f713478e1933929282fd70bd41afb,1,0,49.01,16932.38,1,3,0,2,1,0.005,0.5,0.335,1.004139,1.004139,1.004139,0,0,0,4,1.004139,1.005,0,0.000861,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
722,0x501577cd4865d7d50664a1519a79f1c0e7069154,1,0,32.33,95751.9,1,25,0,25,1,0.002692,18,4.152068,103.797259,103.797259,103.797259,0,0,0,26,103.7972586,103.8016986,0,0.00444,4,2194.83567,0,0,0,4,0,4,0,0,0,0,0,2076.033972,548.708918,0,0,0,0,0,0,0,4, ,Lino
723,0x504c839db36171d13f1b78ab323cf3ea084995fa,1,0,0,2931.68,1,1,0,1,1,2.65,2.65,2.65,2.649139,2.649139,2.649139,0,0,0,2,2.649139,2.65,0,0.000861,,,,,,,,,,,,,,,,,,,,,,,,,
724,0x504f1e10da987490db4f0d92931497f635e240e8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
725,0x508d7e3310c49188cf5c7788d3043aad80fe3656,1,227644.06,0,455288.12,2,1,0,1,1,0.114921,0.114921,0.114921,0.001197,0.112621,0.056909,0,0,0,3,0.11381833,0.11492083,0,0.0011025,,,,,,,,,,,,,,,,,,,,,,,,,
726,0x508e1101755a4a6ae228b0e18002a816ce3418ce,1,0,556.52,69405.57,1,9,0,7,1,0.116369,1.143845,0.515589,4.639444,4.639444,4.639444,0,0,0,10,4.639444278,4.64030527,0,0.000860992,3,2.277070174,0,0,0,3,0,3,0,0,0,0,0,2.27707,0.759023,0,0,0,0,0,0,0,3, ,SAFE.AD - 20% DISCOUNT UNTIL 1 MAY
727,0x5093c4029acab3aff80140023099f5ec6ca7d52f,1,946.66,670.83,17516.63,10,12,0,12,10,0.02,3.879532,1.235942,0.06,4.484612,1.482329,0,0,0,22,14.82329238,14.83130755,0,0.008015175,2,3.337,0,0,0,2,0,2,0,0,0,0,1.337,2,1.6685,0,0,0,0,0,0,0,2, ,OCoin
728,0x50a9a8c8ce2bb0ea10f4d4a586ac2d77257b8247,1,0,1640.05,12163.3,1,4,0,4,1,0.2,0.641113,0.461063,1.843391,1.843391,1.843391,0,0,0,5,1.84339063,1.84425163,0,0.000861,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
729,0x50e8de98570b8a2ddff80a9d2e8adcdbc35f3f95,1,0,0,4800.82,1,1,0,1,1,0.05641,0.05641,0.05641,0.055549,0.055549,0.055549,0,0,0,2,0.05554935,0.05641035,0,0.000861,1,13.37,0,0,0,1,0,1,0,0,0,0,13.37,13.37,13.37,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
730,0x5123bc9d86e99ea6b6c67c7ba66507f5b4356d7c,1,0,4192.16,19359.07,1,4,0,3,1,0.1,2.395,0.93175,3.83,3.83,3.83,0,0,0,5,3.83,3.727,0,-0.103,,,,,,,,,,,,,,,,,,,,,,,,,
731,0x514e9ca5406f112aba902b0cba87395b914d861e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
732,0x5167052b83f36952d1a9901e0de2b2038c3dd1a3,1,0,0,0,0,1,0,1,0,10000,10000,10000,0,0,0,0,0,0,1,0,10000,0,10000,35,39029.03023,0,0,0,29,0,34,0,0,0,0,0,20180.614,1115.115149,0,0,0,0,0,0,0,34, ,INS Promo
733,0x5188d13bdd9d7ac30324a569e2ce42488374738e,1,0,253.47,2788.15,0,11,0,10,0,0.015,8,1.26849,0,0,0,0,0,0,11,0,13.95338787,0,13.95338787,4,100.337,0,0,0,4,0,4,0,0,0,0,0,99,25.08425,0,0,0,0,0,0,0,4, ,GSENetwork
734,0x51dcd13361c5d921d2c4818e419011301e7be34e,1,0,0,15949.32,1,1,0,1,1,0.14063,0.14063,0.14063,0.140189,0.140189,0.140189,0,0,0,2,0.140189,0.14063,0,0.000441,,,,,,,,,,,,,,,,,,,,,,,,,
735,0x52005b77fbebf53cfd9527a388f58d0431aaaa3e,1,6979.59,1784.7,161485.95,17,24,0,20,7,0.002,11.916966,1.648497,0.0079,12.8,2.326631,0,0,0,41,39.55273468,39.56392978,0,0.0111951,3,163.82708,0,0,0,3,0,3,0,0,0,0,0,158.82708,54.609027,0,0,0,0,0,0,0,3, ,VIU
736,0x5208d7f63a089906889a5a9caed81e9c889e64f8,1,418.3,1764.17,425947.75,82,222,0,168,10,0,10,1.324066,0.015,49.762056,3.574571,0,0,0,304,293.1148052,293.9426738,0,0.82786861,6,15110.337,0,0,0,6,0,6,0,0,0,0,0,15000,2518.3895,0,0,0,0,0,0,0,6, ,Yooba token
737,0x520c7dd3d265b6edd88c623d4c9eddacbf082ea6,1,5060.24,2.62,30366.68,6,2,0,2,6,0.52946,0.75,0.63973,0.032214,0.499475,0.212438,0,0,0,8,1.27463,1.27946,0,0.00483,,,,,,,,,,,,,,,,,,,,,,,,,
738,0x521ff702e1eed9e48cbe17e2dae6efd77b9d6876,1,0,14502.1,101514.7,0,7,0,6,0,0.1,0.25,0.121429,0,0,0,0,0,0,7,0,0.85,0,0.85,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
739,0x523ab8a576f3ceb0982913e651ca56495d54ee45,1,155.83,249.73,1778.05,5,4,0,4,4,0.8,1.059204,0.965421,0.18472,1.6,1.088944,0,0,0,9,5.44472,3.86168216,0,-1.58303784,,,,,,,,,,,,,,,,,,,,,,,,,
740,0x52b34625687d6266a3b98fd5d214828f0670d7ed,1,0,227.88,18768.03,1,48,0,42,1,0.01,3.094,0.54684,26.662893,26.662893,26.662893,0,0,0,49,26.66289295,26.24831295,0,-0.41458,,,,,,,,,,,,,,,,,,,,,,,,,
741,0x52b7c8857be3853fa68e09d9ba7a9adf075040ea,1,0,33.19,929.3,0,28,1,6,0,0,3.3125,0.243823,0,0,0,0,0,0,29,0,6.827057,0,6.827057,,,,,,,,,,,,,,,,,,,,,,,,,
742,0x52b949fb4678c20873135ce6b3727949432af1d7,1,2179.39,666.68,45537.1,16,16,0,16,16,0.052564,4.3,0.823038,0.015096,10.297505,0.840927,0,0,0,32,13.4548297,13.1686057,0,-0.286224,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
743,0x52bdb97e587a35d5e54b01344168d41783120310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
744,0x52bef206e8e0403cd60d37e48f4f3860d9545556,1,7581.27,2548.15,83520.32,9,6,0,6,3,0.1,5,1.411906,0.01,4.8,0.94072,0,0,0,15,8.466482334,8.4714335,0,0.004951166,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
745,0x52c9dfd68c67aafc9e3e615fb38824b17def6432,1,5495.48,5392.88,65227.57,5,7,0,7,4,0.5,5.573801,1.927995,0.499517,5.6,2.697534,0,0,0,12,13.487671,13.495966,0,0.008295,1,1.337,0,0,0,1,0,1,0,0,0,0,1.337,1.337,1.337,0,0,0,0,0,0,0,1, ,Blockwell say NOTSAFU
746,0x53645080083e0037976455ef903bc88679d1029f,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
747,0x536a6ba0d913d5d6a4ce2c6eb7ed0de3c0f0b89e,1,0,21.42,69191.82,0,3230,1,544,0,0,20.454838,0.189282,0,0,0,0,0,0,3231,0,611.3820377,0,611.3820377,1,0,100,0,1,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,1,0,blockwell.ai KYC Casper Token, 
